sequence_id	original_indus	english_translation
seq_1256	sa mu bh na nan	Stand Mouth Be Water Nan
seq_1257	la na na na ra	Small Water Water Water King
seq_1258	nan pa la gh	Nan Father Small House
seq_1259	na ka ku	Water person grain
seq_1260	na pa pa	Water father father
seq_1261	pa ka ch pa	Father Person Cut Father
seq_1262	ba na nan sa pa ha ja na	Good Water Nan Stand Father Land Come Water
seq_1263	sa pa na	Sacred father water
seq_1264	ba nan ta	Good nan three
seq_1265	ta ma la	Three mother small
seq_1266	ta sa sa mu gh ta	Three Stand Stand Mouth House Three
seq_1267	ma pa sa si	Mother Father Stand Sit
seq_1268	pa sa ta ba	Father Stand Three Good
seq_1269	ka pa ga	Person father great
seq_1270	ha la pa ta pa	Land Small Father Three Father
seq_1271	na ba ka	Water good person
seq_1272	ta mu la	Three mouth small
seq_1273	la ta ta ku	Small Three Three Grain
seq_1274	bh pa ba ha	Be Father Good Land
seq_1275	ra na bh re	King Water Be Flow
seq_1276	ha ta ta	Land three three
seq_1277	bh na ma	Be water mother
seq_1278	na na la	Water water small
seq_1279	ta na ka	Three water person
seq_1280	ka da la	Person do small
seq_1281	na ku dh sa	Water Grain Hold Stand
seq_1282	mu ma sh ka pa	Mouth Mother Shine Person Father
seq_1283	pa ra sh gh	Father King Shine House
seq_1284	ku ha pa	Grain land father
seq_1285	pa pa na pu ta	Father Father Water Pure Three
seq_1286	ch ka na	Cut person water
seq_1287	sa ra ba	The stand king good
seq_1288	ch ba ra ka	Cut Good King Person
seq_1289	pa pa pa na ra	Father Father Father Water King
seq_1290	ba ka na mu	Good Person Water Mouth
seq_1291	da ka ta	Do person three
seq_1292	gh bh ku	House be grain
seq_1293	pa da na	Father do water
seq_1294	ka ka ta ku	Person Person Three Grain
seq_1295	la pa si ha	Small Father Sit Land
seq_1296	gh pa la dh	House Father Small Hold
seq_1297	ka ku ch	Person grain cut
seq_1298	la ku nan	Small grain nan
seq_1299	na ku sa	Water grain stand
seq_1300	la gh pa si ma	Small House Father Sit Mother
seq_1301	gh ka ch	House person cut
seq_1302	ta dh sa un ka pa	Three Hold Stand Up Person Father
seq_1303	sa nan ch	The stand nan cut
seq_1304	ma sa la	The mother of stand small
seq_1305	ma ra ra	Mother king king
seq_1306	dh ba ha ku	Hold Good Land Grain
seq_1307	ra sa ka na	King Stand Person Water
seq_1308	pa la pa ra ta	Father Small Father King Three
seq_1309	sa la pr kh	Stand Small Before Sky
seq_1310	ra ta ta	King three three
seq_1311	ka na bh	Person water be
seq_1312	la nan pa na	Small Nan Father Water
seq_1313	an dh ra	At hold king
seq_1314	sa si ma	The stand sit mother
seq_1315	na re ch si	Water Flow Cut Sit
seq_1316	pa ta la ga pa	Father Three Small Great Father
seq_1317	sh ch ra sa ra ra	Shine Cut King Stand King King
seq_1318	na pa pa un	Water Father Father Up
seq_1319	bh na gh	Be water house
seq_1320	ma si ma	Mother sit mother
seq_1321	dh ch ba	Hold cut good
seq_1322	na ma mu	Water mother mouth
seq_1323	sa pa ta na	Stand Father Three Water
seq_1324	pa mu dh dh	Father Mouth Hold Hold
seq_1325	pa ku ku mu ra	Father Grain Grain Mouth King
seq_1326	ta na ta	Three water three
seq_1327	na pa la ka ku	Water Father Small Person Grain
seq_1328	la ma la ka sh la	Small Mother Small Person Shine Small
seq_1329	ka pa ba	Person father good
seq_1330	ra dh la	King hold small
seq_1331	la pr ch la na	Small Before Cut Small Water
seq_1332	la re dh ta	Small Flow Hold Three
seq_1333	ga ga ga dh	Great Great Great Hold
seq_1334	ra pa ma	King father mother
seq_1335	na pa gh ku	Water Father House Grain
seq_1336	na ba ka pa	Water Good Person Father
seq_1337	na pa na	The father of water
seq_1338	ka ta ma	Person three mother
seq_1339	mu sa la ma	Mouth Stand Small Mother
seq_1340	bh ba sa ra	Be Good Stand King
seq_1341	ta la gh	Three small house
seq_1342	ku pu na na ka	Grain Pure Water Water Person
seq_1343	ka ba ku	Person good grain
seq_1344	ga ra pa ku la	Great King Father Grain Small
seq_1345	ka pa ta	Person father three
seq_1346	ma la an	Mother small at
seq_1347	ta la ba ta na la	Three Small Good Three Water Small
seq_1348	sa ba pa dh na ra	Stand Good Father Hold Water King
seq_1349	pa pa ka dh pa	Father Father Person Hold Father
seq_1350	sa na la	The stand water small
seq_1351	na na gh ba pa	Water Water House Good Father
seq_1352	ja na ra na pa ka pa	Come Water King Water Father Person Father
seq_1353	ta la ra ka	Three Small King Person
seq_1354	la la ga	Small small great
seq_1355	ta mu ra	Three mouth king
seq_1356	sa ch na ra	Stand Cut Water King
seq_1357	nan ga ja ja ku	Nan Great Come Come Grain
seq_1358	sa nan sa	The stand nan stand
seq_1359	la ta nan	Small three nan
seq_1360	ta sa un	Three stand up
seq_1361	ta mu na pa	Three Mouth Water Father
seq_1362	ka ta ku dh	Person Three Grain Hold
seq_1363	ra dh la ma ta	King Hold Small Mother Three
seq_1364	na g dh pa	Water Cow Hold Father
seq_1365	la sa sa ra pa	Small Stand Stand King Father
seq_1366	ku pa na na na ka	Grain Father Water Water Water Person
seq_1367	la gh ka	Small house person
seq_1368	la pa ja ra	Small Father Come King
seq_1369	la ra ma ma	Small King Mother Mother
seq_1370	la ka nan ma dh	Small Person Nan Mother Hold
seq_1371	la ka g na	Small Person Cow Water
seq_1372	g na ga ku ta sa	Cow Water Great Grain Three Stand
seq_1373	ch bh pa	Cut be father
seq_1374	bh ra ta	Be king three
seq_1375	pa pa ha	Father father land
seq_1376	ku pa pa ka	Grain Father Father Person
seq_1377	ku ka ka	Grain person person
seq_1378	ta na dh	Three water hold
seq_1379	ga sa la	Great stand small
seq_1380	ba ta pa ja	Good Three Father Come
seq_1381	pa na la	Father water small
seq_1382	sa ka ra la	Stand Person King Small
seq_1383	pa bh ja ku pa	Father Be Come Grain Father
seq_1384	bh ta pa ta	Be Three Father Three
seq_1385	ha pa ba	Land father good
seq_1386	na la ba	Water small good
seq_1387	ka ku ch	Person grain cut
seq_1388	na na ma	Water water mother
seq_1389	ha pa ka ma	Land Father Person Mother
seq_1390	na na pa la ta	Water Water Father Small Three
seq_1391	ku na la	Grain water small
seq_1392	ta sa nan	Three stand nan
seq_1393	la gh gh na	Small House House Water
seq_1394	la mu ka pa sa	Small Mouth Person Father Stand
seq_1395	dh sa gh na	Hold Stand House Water
seq_1396	na ka pu	Water person pure
seq_1397	ba ta na pa	Good Three Water Father
seq_1398	na na bh	Water water be
seq_1399	pa la na pa	Father Small Water Father
seq_1400	pa si sa ha na	Father Sit Stand Land Water
seq_1401	ta ta ka	Three three person
seq_1402	la nan pa g	Small Nan Father Cow
seq_1403	dh bh ka ta	Hold Be Person Three
seq_1404	na nan nan	Water nan nan
seq_1405	ta ha ka	Three land person
seq_1406	la sa na	Small stand water
seq_1407	ma pa ku	Mother father grain
seq_1408	ku ka nan	Grain person nan
seq_1409	na ba pa la bh pa ga pa	Water Good Father Small Be Father Great Father
seq_1410	ma nan na	Mother nan water
seq_1411	la ga ka	Small great person
seq_1412	la la bh	Small small be
seq_1413	ta ma ta	Three mother three
seq_1414	sa la dh	The stand small hold
seq_1415	ba ta ta	Good three three
seq_1416	la pa bh sa ba	Small Father Be Stand Good
seq_1417	na ka ka pa sa	Water Person Person Father Stand
seq_1418	la g ka ma ka	Small Cow Person Mother Person
seq_1419	ba ta pa ba	Good Three Father Good
seq_1420	dh ma na na ka	Hold Mother Water Water Person
seq_1421	pa na si ra	Father Water Sit King
seq_1422	la ku la	Small grain small
seq_1423	pa ka ku ba	Father Person Grain Good
seq_1424	bh ma pa ha	Be Mother Father Land
seq_1425	ma ma na na bh	Mother Mother Water Water Be
seq_1426	pa ku ku dh	Father Grain Grain Hold
seq_1427	ka bh na	Person be water
seq_1428	nan ra ma da sa	Nan King Mother Do Stand
seq_1429	sa ba sa ka	Stand Good Stand Person
seq_1430	ka la la	Person small small
seq_1431	pa la ka	Father small person
seq_1432	da sh ka	Do shine person
seq_1433	la na ma na	Small Water Mother Water
seq_1434	bh ra ka pa	Be King Person Father
seq_1435	ka na ku	Person water grain
seq_1436	ba na nan	Good water nan
seq_1437	na sa na	The water of stand water
seq_1438	na la da	Water small do
seq_1439	bh ku sa ta	Be Grain Stand Three
seq_1440	na ba ma ta ta	Water Good Mother Three Three
seq_1441	ha gh na ku la ra	Land House Water Grain Small King
seq_1442	g ta pa ma	Cow Three Father Mother
seq_1443	ma sh ja ta pa sa	Mother Shine Come Three Father Stand
seq_1444	la da dh pa	Small Do Hold Father
seq_1445	pa re sh	Father flow shine
seq_1446	la ku sa ga	Small Grain Stand Great
seq_1447	na la na la	Water Small Water Small
seq_1448	pa na na	Father water water
seq_1449	bh pa ta	Be father three
seq_1450	nan nan pa ra gh	Nan Nan Father King House
seq_1451	dh ra ka	Hold king person
seq_1452	na nan na	Water nan water
seq_1453	ta ka ku dh ku	Three Person Grain Hold Grain
seq_1454	ku na ga an	Grain Water Great At
seq_1455	ka ja nan la	Person Come Nan Small
seq_1456	pa ha na	Father land water
seq_1457	dh pa pa ta	Hold Father Father Three
seq_1458	ku ra ta	Grain king three
seq_1459	pu ma ma mu	Pure Mother Mother Mouth
seq_1460	ma ka mu na	Mother Person Mouth Water
seq_1461	ma pa ra	Mother father king
seq_1462	ba ta nan	Good three nan
seq_1463	ka ta pa	Person three father
seq_1464	sa sa sa na	Stand Stand Stand Water
seq_1465	mu ra pa ma	Mouth King Father Mother
seq_1466	pa sa la ka na	Father Stand Small Person Water
seq_1467	ra na si ka	King Water Sit Person
seq_1468	ka sa ta ba na	Person Stand Three Good Water
seq_1469	ka ba la ma	Person Good Small Mother
seq_1470	g ka ta ka	Cow Person Three Person
seq_1471	pa ka bh ka dh sa	Father Person Be Person Hold Stand
seq_1472	dh na ja ba	Hold Water Come Good
seq_1473	ka na na	Person water water
seq_1474	na ta pa sa ba ka pa ra	Water Three Father Stand Good Person Father King
seq_1475	sa la ku	The stand small grain
seq_1476	ma sa pr	The mother of stand before
seq_1477	ta ma bh nan la	Three Mother Be Nan Small
seq_1478	ma pa na ch	Mother Father Water Cut
seq_1479	na ta pa sa ku	Water Three Father Stand Grain
seq_1480	ra na pa ka ta	King Water Father Person Three
seq_1481	ku la la ta ka	Grain Small Small Three Person
seq_1482	la dh ka la sa la re	Small Hold Person Small Stand Small Flow
seq_1483	na dh ku	Water hold grain
seq_1484	mu ku pa la	Mouth Grain Father Small
seq_1485	ha nan ta	Land nan three
seq_1486	ch ha pr na pa	Cut Land Before Water Father
seq_1487	ma mu ra ch	Mother Mouth King Cut
seq_1488	ra ka ra	King person king
seq_1489	pa pa si pa ka	Father Father Sit Father Person
seq_1490	nan si pa	Nan sit father
seq_1491	ch ka ka	Cut person person
seq_1492	la pa mu	Small father mouth
seq_1493	pa sa nan ch ka sa nan na	Father Stand Nan Cut Person Stand Nan Water
seq_1494	na ma na ta	Water Mother Water Three
seq_1495	ka dh ta ha pa ma sa nan	Person Hold Three Land Father Mother Stand Nan
seq_1496	pa ra ka	Father king person
seq_1497	ja ma ma ta sa	Come Mother Mother Three Stand
seq_1498	sa ch ka	The stand cut person
seq_1499	nan ba ch	Nan good cut
seq_1500	pa ma na	Father mother water
seq_1501	ra ga sh gh	King Great Shine House
seq_1502	ja g ta	Come cow three
seq_1503	sa ta nan pa	Stand Three Nan Father
seq_1504	pu na ja	Pure water come
seq_1505	pa ch pa	Father cut father
seq_1506	ja sa ta	Come stand three
seq_1507	na pa ch dh	Water Father Cut Hold
seq_1508	ja na la	Come water small
seq_1509	pa ja ta	Father come three
seq_1510	ta na sa ku	Three Water Stand Grain
seq_1511	na la bh	Water small be
seq_1512	ta sa la	Three stand small
seq_1513	na ra g	Water king cow
seq_1514	ta sh pa	Three shine father
seq_1515	pa ta ha pa nan ra	Father Three Land Father Nan King
seq_1516	ga pa na la pa	Great Father Water Small Father
seq_1517	pa bh pa gh	Father Be Father House
seq_1518	dh na pa ra pa	Hold Water Father King Father
seq_1519	ra gh pa pa	King House Father Father
seq_1520	na la ku pa	Water Small Grain Father
seq_1521	nan ta la	Nan three small
seq_1522	gh ba ka la	House Good Person Small
seq_1523	sa ka pa ku ra na	Stand Person Father Grain King Water
seq_1524	ba ch gh	Good cut house
seq_1525	pa sa na pa ma ga	Father Stand Water Father Mother Great
seq_1526	bh ba la la	Be Good Small Small
seq_1527	sa pa ta ka na	Stand Father Three Person Water
seq_1528	na la ra na sa ka sa ka	Water Small King Water Stand Person Stand Person
seq_1529	sa pa ta la	Stand Father Three Small
seq_1530	nan ta na	Nan three water
seq_1531	sa sa na	The stand stand water
seq_1532	na ja ka la ma	Water Come Person Small Mother
seq_1533	ka ch na	Person cut water
seq_1534	la la pa ch na	Small Small Father Cut Water
seq_1535	na ra ma sa	Water King Mother Stand
seq_1536	pa dh gh ka la ka	Father Hold House Person Small Person
seq_1537	pa na la na ha	Father Water Small Water Land
seq_1538	an pa pa	At father father
seq_1539	un na la	Up water small
seq_1540	pa na dh ma na	Father Water Hold Mother Water
seq_1541	si nan pa ta	Sit Nan Father Three
seq_1542	ra bh si ka ka	King Be Sit Person Person
seq_1543	la ku sa ga ma dh	Small Grain Stand Great Mother Hold
seq_1544	bh pa la	Be father small
seq_1545	ch na la	Cut water small
seq_1546	da ra pa	Do king father
seq_1547	la na la pa pa	Small Water Small Father Father
seq_1548	ha ka pa	Land person father
seq_1549	da dh ta gh ta sa	Do Hold Three House Three Stand
seq_1550	dh ma ka ta	Hold Mother Person Three
seq_1551	na ta ka	Water three person
seq_1552	ma na ha ra	Mother Water Land King
seq_1553	pa pa si	Father father sit
seq_1554	ta pa la ra	Three Father Small King
seq_1555	pa pa la pa	Father Father Small Father
seq_1556	na ku ch ma	Water Grain Cut Mother
seq_1557	la ka dh	Small person hold
seq_1558	la ka ba	Small person good
seq_1559	mu ba mu pa ta	Mouth Good Mouth Father Three
seq_1560	ha na na	Land water water
seq_1561	nan la ma	Nan small mother
seq_1562	na na sa ka ka ra nan	Water Water Stand Person Person King Nan
seq_1563	ma na ha la	Mother Water Land Small
seq_1564	ta sa la	Three stand small
seq_1565	ch pa pa	Cut father father
seq_1566	na sa bh	The water of stand be
seq_1567	la sa mu	Small stand mouth
seq_1568	pa ra pa	Father king father
seq_1569	na nan pa	Water water father
seq_1570	ka ta sa	Person three stand
seq_1571	ka na ka pa ka	Person Water Person Father Person
seq_1572	la g nan ka	Small Cow Nan Person
seq_1573	ku pa ta la ma	Grain Father Three Small Mother
seq_1574	ga pa ba ku	Great Father Good Grain
seq_1575	ku na pa mu mu dh ta	Grain Water Father Mouth Mouth Hold Three
seq_1576	ra ta la ka sa mu	King Three Small Person Stand Mouth
seq_1577	mu na na	Mouth water water
seq_1578	mu ku ma ra	Mouth Grain Mother King
seq_1579	la la ba pa	Small Small Good Father
seq_1580	ku ra ra	Grain king king
seq_1581	na sa pa na	Water Stand Father Water
seq_1582	ta pa sa la	Three Father Stand Small
seq_1583	ja sa pa	Come stand father
seq_1584	dh sa ka ta pa	Hold Stand Person Three Father
seq_1585	ku na ta	Grain water three
seq_1586	mu ba la ma	Mouth Good Small Mother
seq_1587	sa pa an	The stand father at
seq_1588	ta pa la ch	Three Father Small Cut
seq_1589	pa ma sa la	Father Mother Stand Small
seq_1590	g dh ta pa	Cow Hold Three Father
seq_1591	dh ch pa ra ka	Hold Cut Father King Person
seq_1592	na ja dh na	Water Come Hold Water
seq_1593	sa sa ba ta ta	Stand Stand Good Three Three
seq_1594	ka ja ta	Person come three
seq_1595	ch ka bh	Cut person be
seq_1596	ka ta kh	Person three sky
seq_1597	la dh ka la	Small Hold Person Small
seq_1598	dh pu ta	Hold pure three
seq_1599	pa ka ka na	Father Person Person Water
seq_1600	na na sa sa	Water Water Stand Stand
seq_1601	ra sa na	The king of stand water
seq_1602	pa gh ku ba ka ka ra	Father House Grain Good Person Person King
seq_1603	pu pa pa ta	Pure Father Father Three
seq_1604	na dh pa	Water hold father
seq_1605	ha ta pa	Land three father
seq_1606	pa bh ka ka	Father Be Person Person
seq_1607	na pa bh sa pa	Water Father Be Stand Father
seq_1608	gh sh na	House shine water
seq_1609	na bh ja ra sa ch	Water Be Come King Stand Cut
seq_1610	bh ta sa ha	Be Three Stand Land
seq_1611	sa la na dh	Stand Small Water Hold
seq_1612	la ka la ra	Small Person Small King
seq_1613	la nan ka ba	Small Nan Person Good
seq_1614	ka ra la	Person king small
seq_1615	ku ka ta	Grain person three
seq_1616	na na mu	Water water mouth
seq_1617	ku ba da ma	Grain Good Do Mother
seq_1618	pa ma ha na pa	Father Mother Land Water Father
seq_1619	ra gh dh bh	King House Hold Be
seq_1620	pa na pa	Father water father
seq_1621	sa sa sa	The stand stand stand
seq_1622	sa ga sa na	Stand Great Stand Water
seq_1623	gh pa ka	House father person
seq_1624	ga pa na sa	Great Father Water Stand
seq_1625	ku pa na ku	Grain Father Water Grain
seq_1626	ha mu ja la ku	Land Mouth Come Small Grain
seq_1627	ba pr ma	Good before mother
seq_1628	ja ta sa	Come three stand
seq_1629	pa pa pa sa	Father Father Father Stand
seq_1630	sa na la pa nan ba	Stand Water Small Father Nan Good
seq_1631	an ra bh ha	At King Be Land
seq_1632	bh ma na	Be mother water
seq_1633	pa mu la sa	Father Mouth Small Stand
seq_1634	pa ka gh	Father person house
seq_1635	ra sa ta ku	King Stand Three Grain
seq_1636	ra ta ma gh gh	King Three Mother House House
seq_1637	la pa la	Small father small
seq_1638	na la na	Water small water
seq_1639	ch pa ra ka	Cut Father King Person
seq_1640	ga dh ra pa	Great Hold King Father
seq_1641	pu ka sa dh	Pure Person Stand Hold
seq_1642	ha la ja	Land small come
seq_1643	ba ka mu	Good person mouth
seq_1644	la ka na	Small person water
seq_1645	bh pa na	Be father water
seq_1646	dh ma sa	Hold mother stand
seq_1647	ja dh ha la	Come Hold Land Small
seq_1648	nan re ba dh	Nan Flow Good Hold
seq_1649	pu ka la	Pure person small
seq_1650	la ma ra ja ka na ta ka	Small Mother King Come Person Water Three Person
seq_1651	nan ma la la ba	Nan Mother Small Small Good
seq_1652	ka ka ta	Person person three
seq_1653	la dh sa ka na	Small Hold Stand Person Water
seq_1654	na dh ra	Water hold king
seq_1655	ka na na na mu ka un	Person Water Water Water Mouth Person Up
seq_1656	na bh ka la	Water Be Person Small
seq_1657	ga pr la	Great before small
seq_1658	ta da gh ka ra ra ma	Three Do House Person King King Mother
seq_1659	ma gh ta	Mother house three
seq_1660	la na ba	Small water good
seq_1661	ta la da	Three small do
seq_1662	la ka ku ra	Small Person Grain King
seq_1663	ku na ta	Grain water three
seq_1664	pa nan pa la gh	Father Nan Father Small House
seq_1665	ta na ch	Three water cut
seq_1666	la mu na ka	Small Mouth Water Person
seq_1667	ch na pa	Cut water father
seq_1668	ka ta ma	Person three mother
seq_1669	na na ma la la	Water Water Mother Small Small
seq_1670	ra sa la	The king of stand small
seq_1671	bh pa ra la	Be Father King Small
seq_1672	la ta ta ba ra	Small Three Three Good King
seq_1673	ga ra ku	Great king grain
seq_1674	na pa bh	Water father be
seq_1675	ma ha ha pa	Mother Land Land Father
seq_1676	pa ka pa ha	Father Person Father Land
seq_1677	dh ta ra la	Hold Three King Small
seq_1678	ka ba la sa ta ku	Person Good Small Stand Three Grain
seq_1679	la ha pa ja ra	Small Land Father Come King
seq_1680	la la na	Small small water
seq_1681	pa nan ta ku ch	Father Nan Three Grain Cut
seq_1682	ta ma ku ta	Three Mother Grain Three
seq_1683	re ka ma ka na ka ta na	Flow Person Mother Person Water Person Three Water
seq_1684	dh bh pa sa	Hold Be Father Stand
seq_1685	ta sa ka ta la	Three Stand Person Three Small
seq_1686	sa la ra sa la	Stand Small King Stand Small
seq_1687	na ba ma	Water good mother
seq_1688	an ka la	At person small
seq_1689	ra dh pa pa	King Hold Father Father
seq_1690	ta na ka	Three water person
seq_1691	ga ka ta	Great person three
seq_1692	ga ma pa ba	Great Mother Father Good
seq_1693	ra ra ka	King king person
seq_1694	la sa gh	Small stand house
seq_1695	re sa ra	Flow stand king
seq_1696	an pa ku	At father grain
seq_1697	ch sa na nan	Cut Stand Water Nan
seq_1698	pa gh ma la	Father House Mother Small
seq_1699	la ta ta ku pa bh	Small Three Three Grain Father Be
seq_1700	pa sa la ch ra	Father Stand Small Cut King
seq_1701	pa bh pa	Father be father
seq_1702	da g la mu	Do Cow Small Mouth
seq_1703	pa bh pa na	Father Be Father Water
seq_1704	ku nan ra	Grain nan king
seq_1705	ra kh ta mu da ra na	King Sky Three Mouth Do King Water
seq_1706	bh la ma	Be small mother
seq_1707	ku ra ka ma bh	Grain King Person Mother Be
seq_1708	na ku mu	Water grain mouth
seq_1709	ra pa ta ka	King Father Three Person
seq_1710	gh nan gh	House nan house
seq_1711	mu ba na pa	Mouth Good Water Father
seq_1712	sa sa ha	The stand stand land
seq_1713	ch un g na na	Cut Up Cow Water Water
seq_1714	ta ku ka la ra na	Three Grain Person Small King Water
seq_1715	pa bh ka sa ra	Father Be Person Stand King
seq_1716	na pa pa	Water father father
seq_1717	ma gh na	Mother house water
seq_1718	ra ba sa	King good stand
seq_1719	pa ra ma	Father king mother
seq_1720	ba si ch	Good sit cut
seq_1721	na ma ra ta	Water Mother King Three
seq_1722	sa un ta dh	Stand Up Three Hold
seq_1723	ku na pa	Grain water father
seq_1724	la ba ra	Small good king
seq_1725	bh pa la sa mu	Be Father Small Stand Mouth
seq_1726	ka na g	Person water cow
seq_1727	ta pa pa	Three father father
seq_1728	da pa ka	Do father person
seq_1729	na la la dh	Water Small Small Hold
seq_1730	la na ta	Small water three
seq_1731	na ta ka	Water three person
seq_1732	la la pa la kh	Small Small Father Small Sky
seq_1733	ha ku ha	Land grain land
seq_1734	g sa si ga	Cow Stand Sit Great
seq_1735	ra ma pa ku	King Mother Father Grain
seq_1736	ta ka na la na	Three Person Water Small Water
seq_1737	ga ta ka	Great three person
seq_1738	un ch bh	Up cut be
seq_1739	ku ku ha ma ch	Grain Grain Land Mother Cut
seq_1740	la na la	Small water small
seq_1741	ta pa pr ma ga gh	Three Father Before Mother Great House
seq_1742	ka ma pa pa sa	Person Mother Father Father Stand
seq_1743	gh ka pa	House person father
seq_1744	pa ku ga ta	Father Grain Great Three
seq_1745	pa na pa	Father water father
seq_1746	nan ta na dh ta	Nan Three Water Hold Three
seq_1747	pa da la	Father do small
seq_1748	ma na ha	Mother water land
seq_1749	pa pa ka ra	Father Father Person King
seq_1750	ch ma ba	Cut mother good
seq_1751	pa ta ch ma	Father Three Cut Mother
seq_1752	ba ta na ta	Good Three Water Three
seq_1753	la da dh pa na	Small Do Hold Father Water
seq_1754	na ka ka	Water person person
seq_1755	mu la la	Mouth small small
seq_1756	sa ba pa na	Stand Good Father Water
seq_1757	sa ma ku	The stand mother grain
seq_1758	nan sa ta pa	Nan Stand Three Father
seq_1759	da ha dh	Do land hold
seq_1760	ta dh ka	Three hold person
seq_1761	ga pa na si	Great Father Water Sit
seq_1762	pa ta pa ku	Father Three Father Grain
seq_1763	si pa nan bh	Sit Father Nan Be
seq_1764	ka pa nan ka	Person Father Nan Person
seq_1765	sa nan na sa	Stand Nan Water Stand
seq_1766	sa pa ra na mu	Stand Father King Water Mouth
seq_1767	ba pa pa ta	Good Father Father Three
seq_1768	ba dh gh	Good hold house
seq_1769	bh nan sa	Be nan stand
seq_1770	ch mu ba	Cut mouth good
seq_1771	la ma ma	Small mother mother
seq_1772	na ma ta sh sh	Water Mother Three Shine Shine
seq_1773	ra ka ra	King person king
seq_1774	la bh na ta	Small Be Water Three
seq_1775	un ch sa	Up cut stand
seq_1776	sa la ka	The stand small person
seq_1777	ta ch la dh ka sa	Three Cut Small Hold Person Stand
seq_1778	da ja la	Do come small
seq_1779	pa pa ku un	Father Father Grain Up
seq_1780	dh ra pa nan	Hold King Father Nan
seq_1781	pa mu ra	Father mouth king
seq_1782	ka na ku	Person water grain
seq_1783	ta ka pa ta	Three Person Father Three
seq_1784	ku ba ra la sa pa la	Grain Good King Small Stand Father Small
seq_1785	dh ku pa ch na	Hold Grain Father Cut Water
seq_1786	ka ka pa	Person person father
seq_1787	pa na na	Father water water
seq_1788	nan ba ha la	Nan Good Land Small
seq_1789	gh la na ba	House Small Water Good
seq_1790	ta na ma	Three water mother
seq_1791	sa na pa sa ku ta	Stand Water Father Stand Grain Three
seq_1792	ch ma ma ma	Cut Mother Mother Mother
seq_1793	pa ka ka sa pa	Father Person Person Stand Father
seq_1794	ma pa ta	Mother father three
seq_1795	na ta ba ma nan	Water Three Good Mother Nan
seq_1796	ga na ch la na	Great Water Cut Small Water
seq_1797	bh ra la sa sa	Be King Small Stand Stand
seq_1798	na pa ch ka pa	Water Father Cut Person Father
seq_1799	la la ka ka nan	Small Small Person Person Nan
seq_1800	ga ba la ka pa la	Great Good Small Person Father Small
seq_1801	pa pa na ta	Father Father Water Three
seq_1802	sa ka sa ka	Stand Person Stand Person
seq_1803	ma ma ch pa	Mother Mother Cut Father
seq_1804	ja la ka ka	Come Small Person Person
seq_1805	ma ha ba ma	Mother Land Good Mother
seq_1806	la ra ku ja na	Small King Grain Come Water
seq_1807	pa ka ch ch ra	Father Person Cut Cut King
seq_1808	ch nan ga an un sa	Cut Nan Great At Up Stand
seq_1809	dh ta na pa	Hold Three Water Father
seq_1810	ta ba ka	Three good person
seq_1811	ku sa la pa	Grain Stand Small Father
seq_1812	ra ka ku	King person grain
seq_1813	ka ka na nan	Person Person Water Nan
seq_1814	na pa nan	Water father nan
seq_1815	pa na gh	Father water house
seq_1816	pa dh na	Father hold water
seq_1817	pa nan la	Father nan small
seq_1818	ga nan ka na	Great Nan Person Water
seq_1819	dh na ka	Hold water person
seq_1820	ma ku ma	Mother grain mother
seq_1821	ka da ma	Person do mother
seq_1822	ja ch ku pa ta sa	Come Cut Grain Father Three Stand
seq_1823	ma ba mu ma	Mother Good Mouth Mother
seq_1824	ch la ka	Cut small person
seq_1825	la la ku	Small small grain
seq_1826	na gh gh ha nan	Water House House Land Nan
seq_1827	sa na sa	The stand water stand
seq_1828	ch gh ma	Cut house mother
seq_1829	ku ja ku dh ka ta	Grain Come Grain Hold Person Three
seq_1830	ta pa sa mu	Three Father Stand Mouth
seq_1831	dh ma mu	Hold mother mouth
seq_1832	ra nan na ra	King Nan Water King
seq_1833	ra ku ku	King grain grain
seq_1834	na pa nan	Water father nan
seq_1835	ta nan na na	Three Nan Water Water
seq_1836	ma ku sa	Mother grain stand
seq_1837	ha ta ba	Land three good
seq_1838	ja ha ma	Come land mother
seq_1839	pa ba ta na ta	Father Good Three Water Three
seq_1840	ta sa ka	Three stand person
seq_1841	pa ka da	Father person do
seq_1842	pa gh pa sa ku	Father House Father Stand Grain
seq_1843	ra ja la la	King Come Small Small
seq_1844	ku ka pa	Grain person father
seq_1845	ku ch sa pa	Grain Cut Stand Father
seq_1846	pa na ma	Father water mother
seq_1847	na pa ka ra	Water Father Person King
seq_1848	ba ta pa	Good three father
seq_1849	ch pa ka	Cut father person
seq_1850	la sh g ta	Small Shine Cow Three
seq_1851	ma ba ta	Mother good three
seq_1852	ha bh ha	Land be land
seq_1853	sa ma ba ma	Stand Mother Good Mother
seq_1854	la na pa	Small water father
seq_1855	ka na si pa sa	Person Water Sit Father Stand
seq_1856	la ba kh da	Small Good Sky Do
seq_1857	pa ha ta	Father land three
seq_1858	pa ma dh	Father mother hold
seq_1859	sa ha la	The stand land small
seq_1860	na pa ku dh na	Water Father Grain Hold Water
seq_1861	la pa pa	Small father father
seq_1862	ma kh la ka ka la	Mother Sky Small Person Person Small
seq_1863	sa sa ka	The stand stand person
seq_1864	ku ma ku	Grain mother grain
seq_1865	ha pa sa la ta	Land Father Stand Small Three
seq_1866	ja kh la ra	Come Sky Small King
seq_1867	na ka sa	Water person stand
seq_1868	la na pa	Small water father
